mir,disease
hsa-mir-21,"Carcinoma, Renal Cell"
hsa-mir-21,Neoplasm Invasiveness
hsa-mir-21,Kidney Diseases
hsa-mir-21,Colonic Neoplasms
hsa-mir-21,"Carcinoma, Pancreatic Ductal"
hsa-mir-21,Atrial Fibrillation
hsa-mir-21,"Aortic Aneurysm, Abdominal"
hsa-mir-21,"Thyroid Carcinoma, Anaplastic"
hsa-mir-21,Thyroid Neoplasms
hsa-mir-21,"Thyroid Cancer, Papillary"
hsa-mir-21,Peritoneal Neoplasms
hsa-mir-21,Stomach Neoplasms
hsa-mir-21,Retinoblastoma
hsa-mir-21,Neurofibromatosis 2
hsa-mir-21,Tuberculosis
hsa-mir-21,Arteriosclerosis Obliterans
hsa-mir-21,Osteosarcoma
hsa-mir-21,Hypoglycemia
hsa-mir-21,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
hsa-mir-21,Phyllodes Tumor
hsa-mir-21,"Neuroma, Acoustic"
hsa-mir-21,Retinal Neovascularization
hsa-mir-21,Triple Negative Breast Neoplasms
hsa-mir-21,Cardiomegaly
hsa-mir-21,Albuminuria
hsa-mir-21,Cranial Nerve Neoplasms
hsa-mir-21,Helicobacter Infections
hsa-mir-21,Hyperglycemia
hsa-mir-21,Coronary Artery Disease
hsa-mir-21,Hodgkin Disease
hsa-mir-21,Choriocarcinoma
hsa-mir-21,Wilms Tumor
hsa-mir-21,Esophageal Neoplasms
hsa-mir-21,"Ventricular Dysfunction, Left"
hsa-mir-21,"Lymphoma, Non-Hodgkin"
hsa-mir-21,Scoliosis
hsa-mir-21,Acute Lung Injury
hsa-mir-21,Uterine Neoplasms
hsa-mir-21,Rhinitis
hsa-mir-21,Nasal Polyps
hsa-mir-21,"Leukemia, Promyelocytic, Acute"
hsa-mir-21,Ischemic Stroke
hsa-mir-21,Muscular Dystrophies
hsa-mir-21,Spinal Stenosis
hsa-mir-21,Hepatitis B
hsa-mir-21,Acute Kidney Injury
hsa-mir-21,Bacteroidaceae Infections
hsa-mir-21,Nasopharyngeal Neoplasms
hsa-mir-21,Adenocarcinoma
hsa-mir-21,"Diabetes Mellitus, Type 1"
hsa-mir-21,Sinusitis
hsa-mir-21,Crohn Disease
hsa-mir-21,Cerebellar Neoplasms
hsa-mir-21,"Neoplasm Recurrence, Local"
hsa-mir-21,Venous Thrombosis
hsa-mir-21,"Leukemia, Monocytic, Acute"
hsa-mir-21,Bile Duct Neoplasms
hsa-mir-21,Nephrocalcinosis
hsa-mir-21,"Neoplasm, Residual"
hsa-mir-21,Bronchial Neoplasms
hsa-mir-21,Pancreatic Neoplasms
hsa-mir-21,Neurofibroma
hsa-mir-21,Carcinogenesis
hsa-mir-21,Colorectal Neoplasms
hsa-mir-21,Neuroendocrine Tumors
hsa-mir-21,"Cholesteatoma, Middle Ear"
hsa-mir-21,Keloid
hsa-mir-21,Adenoma
hsa-mir-21,Tongue Neoplasms
hsa-mir-21,Primary Graft Dysfunction
hsa-mir-21,Opisthorchiasis
hsa-mir-21,Neuroblastoma
hsa-mir-21,Neuralgia
hsa-mir-21,Coronary Restenosis
hsa-mir-21,Diabetes Mellitus
hsa-mir-21,"Nephritis, Hereditary"
hsa-mir-21,Diabetic Cardiomyopathies
hsa-mir-21,Bone Resorption
hsa-mir-21,Glioma
hsa-mir-21,Hepatitis C
hsa-mir-21,Ureteral Obstruction
hsa-mir-21,"Glomerulonephritis, IGA"
hsa-mir-21,Familial Primary Pulmonary Hypertension
hsa-mir-21,Diabetic Foot
hsa-mir-21,"Carcinoma, Transitional Cell"
hsa-mir-21,Graves Ophthalmopathy
hsa-mir-21,Reperfusion Injury
hsa-mir-21,Kidney Neoplasms
hsa-mir-21,Hyperalgesia
hsa-mir-21,Osteoporosis
hsa-mir-21,Polycythemia
hsa-mir-21,Neoplasm Metastasis
hsa-mir-21,Skin Neoplasms
hsa-mir-21,"Sleep Apnea, Obstructive"
hsa-mir-21,Asthma
hsa-mir-21,Cardiotoxicity
hsa-mir-21,Liver Cirrhosis
hsa-mir-21,Diabetic Retinopathy
hsa-mir-21,Melanoma
hsa-mir-21,Lung Neoplasms
hsa-mir-21,Complex Regional Pain Syndromes
hsa-mir-21,Bone Neoplasms
hsa-mir-21,"Carcinoma, Squamous Cell"
hsa-mir-21,Ovarian Neoplasms
hsa-mir-21,Liver Neoplasms
hsa-mir-21,Pterygium
hsa-mir-21,Urinary Bladder Neoplasms
hsa-mir-21,Pituitary Neoplasms
hsa-mir-21,Adenomatous Polyps
hsa-mir-21,"Scleroderma, Diffuse"
hsa-mir-21,Oropharyngeal Neoplasms
hsa-mir-21,Primary Ovarian Insufficiency
hsa-mir-21,Uterine Cervical Neoplasms
hsa-mir-21,"Bone Diseases, Metabolic"
hsa-mir-21,Polycystic Ovary Syndrome
hsa-mir-21,Hepatoblastoma
hsa-mir-21,"Neoplasms, Experimental"
hsa-mir-21,"Diabetes Mellitus, Experimental"
hsa-mir-21,Infarction
hsa-mir-21,Precursor Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-21,"Cell Transformation, Neoplastic"
hsa-mir-21,Sepsis
hsa-mir-21,Glioblastoma
hsa-mir-21,Squamous Cell Carcinoma of Head and Neck
hsa-mir-21,"Hypertension, Pulmonary"
hsa-mir-21,Lymphatic Metastasis
hsa-mir-21,Medulloblastoma
hsa-mir-21,Hypertension
hsa-mir-21,"Hypoxia-Ischemia, Brain"
hsa-mir-21,Retinal Neoplasms
hsa-mir-21,Leukemia
hsa-mir-21,Osteoarthritis
hsa-mir-21,Sezary Syndrome
hsa-mir-21,"Influenza, Human"
hsa-mir-21,Psoriasis
hsa-mir-21,Clostridium Infections
hsa-mir-21,Adenocarcinoma of Lung
hsa-mir-21,"Diabetes Mellitus, Type 2"
hsa-mir-21,Peritoneal Fibrosis
hsa-mir-21,"Leukemia, Myeloid, Acute"
hsa-mir-21,Myocardial Reperfusion Injury
hsa-mir-21,Prostatic Neoplasms
hsa-mir-21,Diabetic Nephropathies
hsa-mir-21,Oral Submucous Fibrosis
hsa-mir-21,Aortic Valve Stenosis
hsa-mir-21,Breast Neoplasms
hsa-mir-21,Coronary Disease
hsa-mir-21,Pulmonary Fibrosis
hsa-mir-21,"Leukemia, Lymphocytic, Chronic, B-Cell"
hsa-mir-21,Mouth Neoplasms
hsa-mir-21,Fatty Liver
hsa-mir-21,Nasopharyngeal Carcinoma
hsa-mir-21,"Mammary Neoplasms, Experimental"
hsa-mir-21,"Scleroderma, Systemic"
hsa-mir-21,"Neoplasms, Glandular and Epithelial"
hsa-mir-21,Salivary Gland Neoplasms
hsa-mir-21,Intervertebral Disc Degeneration
hsa-mir-21,Cholangiocarcinoma
hsa-mir-21,"Carcinoma, Ovarian Epithelial"
hsa-mir-21,Autoimmune Diseases
hsa-mir-21,Carcinoma in Situ
hsa-mir-21,Hydatidiform Mole
hsa-mir-21,"Carcinoma, Papillary"
hsa-mir-21,Pre-Eclampsia
hsa-mir-21,"Carcinoma, Ductal, Breast"
hsa-mir-21,Fascioliasis
hsa-mir-21,"Pulmonary Disease, Chronic Obstructive"
hsa-mir-21,Esophageal Squamous Cell Carcinoma
hsa-mir-21,Myocardial Ischemia
hsa-mir-21,Breast Carcinoma In Situ
hsa-mir-21,Osteolysis
hsa-mir-21,Kidney Calculi
hsa-mir-21,Cardiomyopathies
hsa-mir-21,Brain Neoplasms
hsa-mir-21,Renal Insufficiency
hsa-mir-21,Ischemia
hsa-mir-21,Multiple Myeloma
hsa-mir-21,Myocardial Infarction
hsa-mir-21,Head and Neck Neoplasms
hsa-mir-21,"Lymphoma, T-Cell, Cutaneous"
hsa-mir-21,Chagas Cardiomyopathy
hsa-mir-21,Nerve Sheath Neoplasms
hsa-mir-21,Carcinoma
hsa-mir-21,Laryngeal Neoplasms
hsa-mir-21,"Melanoma, Experimental"
hsa-mir-21,Spinal Cord Injuries
hsa-mir-21,Colitis
hsa-mir-21,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-21,Lymphoma
hsa-mir-22,Carotid Artery Injuries
hsa-mir-22,"Carcinoma, Hepatocellular"
hsa-mir-22,Myelodysplastic Syndromes
hsa-mir-22,"Carcinoma, Renal Cell"
hsa-mir-22,Neoplasm Invasiveness
hsa-mir-22,Colonic Neoplasms
hsa-mir-22,Stomach Neoplasms
hsa-mir-22,Endometriosis
hsa-mir-22,Retinoblastoma
hsa-mir-22,"Cystadenocarcinoma, Serous"
hsa-mir-22,Arteriosclerosis Obliterans
hsa-mir-22,Astrocytoma
hsa-mir-22,Osteosarcoma
hsa-mir-22,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
hsa-mir-22,Cardiomegaly
hsa-mir-22,"Infarction, Middle Cerebral Artery"
hsa-mir-22,Wilms Tumor
hsa-mir-22,Acute Lung Injury
hsa-mir-22,"Sarcoma, Ewing"
hsa-mir-22,Rhinitis
hsa-mir-22,Nasal Polyps
hsa-mir-22,"Hypertension, Portal"
hsa-mir-22,Hepatitis B
hsa-mir-22,Acute Kidney Injury
hsa-mir-22,Adenocarcinoma
hsa-mir-22,Sinusitis
hsa-mir-22,Cerebellar Neoplasms
hsa-mir-22,"Neoplasm Recurrence, Local"
hsa-mir-22,Venous Thrombosis
hsa-mir-22,Cataract
hsa-mir-22,Brain Injuries
hsa-mir-22,Carcinogenesis
hsa-mir-22,Colorectal Neoplasms
hsa-mir-22,"Diabetes, Gestational"
hsa-mir-22,"Arthritis, Rheumatoid"
hsa-mir-22,Tongue Neoplasms
hsa-mir-22,Neuralgia
hsa-mir-22,Rhabdomyosarcoma
hsa-mir-22,Diabetic Cardiomyopathies
hsa-mir-22,Glioma
hsa-mir-22,Hematologic Neoplasms
hsa-mir-22,Small Cell Lung Carcinoma
hsa-mir-22,Inflammatory Bowel Diseases
hsa-mir-22,Reperfusion Injury
hsa-mir-22,Kidney Neoplasms
hsa-mir-22,Osteoporosis
hsa-mir-22,Neoplasm Metastasis
hsa-mir-22,Skin Neoplasms
hsa-mir-22,Liver Cirrhosis
hsa-mir-22,Vascular System Injuries
hsa-mir-22,Melanoma
hsa-mir-22,Lung Neoplasms
hsa-mir-22,Bone Neoplasms
hsa-mir-22,"Carcinoma, Squamous Cell"
hsa-mir-22,Ovarian Neoplasms
hsa-mir-22,Liver Neoplasms
hsa-mir-22,Parkinson Disease
hsa-mir-22,Urinary Bladder Neoplasms
hsa-mir-22,Uterine Cervical Neoplasms
hsa-mir-22,Muscular Diseases
hsa-mir-22,"Diabetes Mellitus, Experimental"
hsa-mir-22,"Cell Transformation, Neoplastic"
hsa-mir-22,Sepsis
hsa-mir-22,Glioblastoma
hsa-mir-22,Squamous Cell Carcinoma of Head and Neck
hsa-mir-22,Lymphatic Metastasis
hsa-mir-22,Medulloblastoma
hsa-mir-22,"Lupus Erythematosus, Systemic"
hsa-mir-22,Retinal Neoplasms
hsa-mir-22,"Carcinoma, Endometrioid"
hsa-mir-22,Adenocarcinoma of Lung
hsa-mir-22,"Leukemia, Myeloid"
hsa-mir-22,Myocardial Reperfusion Injury
hsa-mir-22,Hyperuricemia
hsa-mir-22,"Arthritis, Gouty"
hsa-mir-22,Prostatic Neoplasms
hsa-mir-22,Gastrointestinal Neoplasms
hsa-mir-22,Gastrointestinal Stromal Tumors
hsa-mir-22,Breast Neoplasms
hsa-mir-22,Coronary Disease
hsa-mir-22,"Leukemia, Lymphocytic, Chronic, B-Cell"
hsa-mir-22,Mouth Neoplasms
hsa-mir-22,Fatty Liver
hsa-mir-22,Intervertebral Disc Degeneration
hsa-mir-22,Cardiomyopathies
hsa-mir-22,Brain Neoplasms
hsa-mir-22,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-22,Multiple Myeloma
hsa-mir-22,Myocardial Infarction
hsa-mir-22,Head and Neck Neoplasms
hsa-mir-22,Laryngeal Neoplasms
hsa-mir-22,Heart Failure
hsa-mir-22,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-23a,"Leukemia, Myeloid, Acute"
hsa-mir-23a,Kidney Neoplasms
hsa-mir-23a,Hepatitis B
hsa-mir-23a,Prostatic Neoplasms
hsa-mir-23a,Acute Kidney Injury
hsa-mir-23a,Diabetic Nephropathies
hsa-mir-23a,Gastrointestinal Neoplasms
hsa-mir-23a,"Leukemia, Erythroblastic, Acute"
hsa-mir-23a,Neoplasm Metastasis
hsa-mir-23a,Skin Neoplasms
hsa-mir-23a,Adenocarcinoma
hsa-mir-23a,Myeloproliferative Disorders
hsa-mir-23a,Nasopharyngeal Neoplasms
hsa-mir-23a,Breast Neoplasms
hsa-mir-23a,Liver Cirrhosis
hsa-mir-23a,Melanoma
hsa-mir-23a,"Carcinoma, Hepatocellular"
hsa-mir-23a,Lung Neoplasms
hsa-mir-23a,Bone Neoplasms
hsa-mir-23a,"Carcinoma, Squamous Cell"
hsa-mir-23a,Ovarian Neoplasms
hsa-mir-23a,Liver Neoplasms
hsa-mir-23a,Mouth Neoplasms
hsa-mir-23a,Nasopharyngeal Carcinoma
hsa-mir-23a,Mastocytosis
hsa-mir-23a,"Neoplasm, Residual"
hsa-mir-23a,"Carcinoma, Renal Cell"
hsa-mir-23a,Obesity
hsa-mir-23a,"Mammary Neoplasms, Experimental"
hsa-mir-23a,Amyotrophic Lateral Sclerosis
hsa-mir-23a,Neoplasm Invasiveness
hsa-mir-23a,Colonic Neoplasms
hsa-mir-23a,Primary Ovarian Insufficiency
hsa-mir-23a,Uterine Cervical Neoplasms
hsa-mir-23a,"Liver Neoplasms, Experimental"
hsa-mir-23a,Polycystic Ovary Syndrome
hsa-mir-23a,Pancreatic Neoplasms
hsa-mir-23a,"Neoplasms, Experimental"
hsa-mir-23a,Carcinogenesis
hsa-mir-23a,Congenital Microtia
hsa-mir-23a,Colorectal Neoplasms
hsa-mir-23a,"Thyroid Cancer, Papillary"
hsa-mir-23a,Thyroid Neoplasms
hsa-mir-23a,Stomach Neoplasms
hsa-mir-23a,Pre-Eclampsia
hsa-mir-23a,Sepsis
hsa-mir-23a,Adenoma
hsa-mir-23a,Tongue Neoplasms
hsa-mir-23a,Esophageal Squamous Cell Carcinoma
hsa-mir-23a,Precancerous Conditions
hsa-mir-23a,Osteosarcoma
hsa-mir-23a,Spinal Cord Ischemia
hsa-mir-23a,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
hsa-mir-23a,Lymphatic Metastasis
hsa-mir-23a,"Arthritis, Rheumatoid"
hsa-mir-23a,Cardiomegaly
hsa-mir-23a,Brain Neoplasms
hsa-mir-23a,Osteoarthritis
hsa-mir-23a,"Arthritis, Psoriatic"
hsa-mir-23a,Glioma
hsa-mir-23a,Fetal Hypoxia
hsa-mir-23a,Esophageal Neoplasms
hsa-mir-23a,"Tuberculosis, Pulmonary"
hsa-mir-23a,Carcinoma
hsa-mir-23a,Graves Disease
hsa-mir-23a,"Diabetes Mellitus, Type 2"
hsa-mir-23a,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-23a,Reperfusion Injury
hsa-mir-26b,Aortic Dissection
hsa-mir-26b,Myocardial Reperfusion Injury
hsa-mir-26b,Kidney Neoplasms
hsa-mir-26b,"Hypertension, Portal"
hsa-mir-26b,Prostatic Neoplasms
hsa-mir-26b,Subarachnoid Hemorrhage
hsa-mir-26b,"Hypertrophy, Left Ventricular"
hsa-mir-26b,Neoplasm Metastasis
hsa-mir-26b,Skin Neoplasms
hsa-mir-26b,Breast Neoplasms
hsa-mir-26b,Liver Cirrhosis
hsa-mir-26b,"Carcinoma, Hepatocellular"
hsa-mir-26b,"Liver Failure, Acute"
hsa-mir-26b,Lung Neoplasms
hsa-mir-26b,Melanoma
hsa-mir-26b,Bone Neoplasms
hsa-mir-26b,"Carcinoma, Squamous Cell"
hsa-mir-26b,Ovarian Neoplasms
hsa-mir-26b,Liver Neoplasms
hsa-mir-26b,"Neoplasm Recurrence, Local"
hsa-mir-26b,Mouth Neoplasms
hsa-mir-26b,Capsule Opacification
hsa-mir-26b,Cataract
hsa-mir-26b,Urinary Bladder Neoplasms
hsa-mir-26b,"Carcinoma, Renal Cell"
hsa-mir-26b,Obesity
hsa-mir-26b,"Neoplasms, Glandular and Epithelial"
hsa-mir-26b,"Arthritis, Experimental"
hsa-mir-26b,Prolactinoma
hsa-mir-26b,Neoplasm Invasiveness
hsa-mir-26b,"Aortic Aneurysm, Thoracic"
hsa-mir-26b,Colonic Neoplasms
hsa-mir-26b,Uterine Cervical Neoplasms
hsa-mir-26b,"Carcinoma, Ovarian Epithelial"
hsa-mir-26b,Growth Hormone-Secreting Pituitary Adenoma
hsa-mir-26b,Pancreatic Neoplasms
hsa-mir-26b,Pre-Eclampsia
hsa-mir-26b,Carcinogenesis
hsa-mir-26b,Thyroid Neoplasms
hsa-mir-26b,"Thyroid Cancer, Papillary"
hsa-mir-26b,Colorectal Neoplasms
hsa-mir-26b,Stomach Neoplasms
hsa-mir-26b,"Cell Transformation, Neoplastic"
hsa-mir-26b,Adenoma
hsa-mir-26b,"Arthritis, Rheumatoid"
hsa-mir-26b,Esophageal Squamous Cell Carcinoma
hsa-mir-26b,Tongue Neoplasms
hsa-mir-26b,Osteosarcoma
hsa-mir-26b,Lymphatic Metastasis
hsa-mir-26b,Triple Negative Breast Neoplasms
hsa-mir-26b,Brain Ischemia
hsa-mir-26b,Brain Neoplasms
hsa-mir-26b,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-26b,Ischemia
hsa-mir-26b,Osteoarthritis
hsa-mir-26b,Multiple Myeloma
hsa-mir-26b,Diabetes Mellitus
hsa-mir-26b,Hyperglycemia
hsa-mir-26b,Glioma
hsa-mir-26b,Esophageal Neoplasms
hsa-mir-26b,Carcinoma
hsa-mir-26b,Spinal Cord Injuries
hsa-mir-26b,Small Cell Lung Carcinoma
hsa-mir-26b,Adenocarcinoma of Lung
hsa-mir-26b,Gallbladder Neoplasms
hsa-mir-26b,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-26b,Reperfusion Injury
hsa-mir-27a,"Prostatic Neoplasms, Castration-Resistant"
hsa-mir-27a,Endometrial Neoplasms
hsa-mir-27a,"Carcinoma, Hepatocellular"
hsa-mir-27a,Pancreatitis
hsa-mir-27a,"Carcinoma, Renal Cell"
hsa-mir-27a,Neoplasm Invasiveness
hsa-mir-27a,Colonic Neoplasms
hsa-mir-27a,Thyroid Neoplasms
hsa-mir-27a,"Thyroid Cancer, Papillary"
hsa-mir-27a,Stomach Neoplasms
hsa-mir-27a,"Abortion, Habitual"
hsa-mir-27a,Tuberculosis
hsa-mir-27a,Osteosarcoma
hsa-mir-27a,Retinal Neovascularization
hsa-mir-27a,Triple Negative Breast Neoplasms
hsa-mir-27a,Wilms Tumor
hsa-mir-27a,Dihydropyrimidine Dehydrogenase Deficiency
hsa-mir-27a,Fetal Hypoxia
hsa-mir-27a,Esophageal Neoplasms
hsa-mir-27a,Ischemic Stroke
hsa-mir-27a,Nasopharyngeal Neoplasms
hsa-mir-27a,Adenocarcinoma
hsa-mir-27a,Bile Duct Neoplasms
hsa-mir-27a,Pancreatic Neoplasms
hsa-mir-27a,Carcinogenesis
hsa-mir-27a,Colorectal Neoplasms
hsa-mir-27a,Neuroendocrine Tumors
hsa-mir-27a,Central Nervous System Neoplasms
hsa-mir-27a,Tongue Neoplasms
hsa-mir-27a,Rhabdomyosarcoma
hsa-mir-27a,Hepatitis C
hsa-mir-27a,Glioma
hsa-mir-27a,"Glomerulonephritis, IGA"
hsa-mir-27a,Small Cell Lung Carcinoma
hsa-mir-27a,Graves Ophthalmopathy
hsa-mir-27a,Reperfusion Injury
hsa-mir-27a,Aortic Dissection
hsa-mir-27a,Kidney Neoplasms
hsa-mir-27a,Osteoporosis
hsa-mir-27a,Neoplasm Metastasis
hsa-mir-27a,Asthma
hsa-mir-27a,Liver Cirrhosis
hsa-mir-27a,Melanoma
hsa-mir-27a,Lung Neoplasms
hsa-mir-27a,"Carcinoma, Squamous Cell"
hsa-mir-27a,Bone Neoplasms
hsa-mir-27a,Ovarian Neoplasms
hsa-mir-27a,Liver Neoplasms
hsa-mir-27a,Parkinson Disease
hsa-mir-27a,Pulpitis
hsa-mir-27a,Urinary Bladder Neoplasms
hsa-mir-27a,Uterine Cervical Neoplasms
hsa-mir-27a,Polycystic Ovary Syndrome
hsa-mir-27a,"Diabetes Mellitus, Experimental"
hsa-mir-27a,Neurofibromatosis 1
hsa-mir-27a,"Cell Transformation, Neoplastic"
hsa-mir-27a,Sepsis
hsa-mir-27a,Glioblastoma
hsa-mir-27a,"Hypertension, Pulmonary"
hsa-mir-27a,Squamous Cell Carcinoma of Head and Neck
hsa-mir-27a,Lymphatic Metastasis
hsa-mir-27a,"Osteoarthritis, Knee"
hsa-mir-27a,Retinopathy of Prematurity
hsa-mir-27a,Osteoarthritis
hsa-mir-27a,Leukemia
hsa-mir-27a,Hemangioma
hsa-mir-27a,"Osteoporosis, Postmenopausal"
hsa-mir-27a,Adenocarcinoma of Lung
hsa-mir-27a,"Diabetes Mellitus, Type 2"
hsa-mir-27a,"Leukemia, Myeloid, Acute"
hsa-mir-27a,Prostatic Neoplasms
hsa-mir-27a,Diabetic Nephropathies
hsa-mir-27a,Breast Neoplasms
hsa-mir-27a,Mouth Neoplasms
hsa-mir-27a,Nasopharyngeal Carcinoma
hsa-mir-27a,"Mammary Neoplasms, Experimental"
hsa-mir-27a,Obesity
hsa-mir-27a,Intervertebral Disc Degeneration
hsa-mir-27a,Cholangiocarcinoma
hsa-mir-27a,"Carcinoma, Ovarian Epithelial"
hsa-mir-27a,"Carcinoma, Papillary"
hsa-mir-27a,"Hemangioma, Cavernous, Central Nervous System"
hsa-mir-27a,"Rhabdomyosarcoma, Alveolar"
hsa-mir-27a,Idiopathic Pulmonary Fibrosis
hsa-mir-27a,Esophageal Squamous Cell Carcinoma
hsa-mir-27a,Precancerous Conditions
hsa-mir-27a,Brain Neoplasms
hsa-mir-27a,Ischemia
hsa-mir-27a,Head and Neck Neoplasms
hsa-mir-27a,Carcinoma
hsa-mir-27a,Laryngeal Neoplasms
hsa-mir-27a,Spinal Cord Injuries
hsa-mir-27a,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-29a,Endometrial Neoplasms
hsa-mir-29a,"Carcinoma, Adenoid Cystic"
hsa-mir-29a,Papillomavirus Infections
hsa-mir-29a,Atherosclerosis
hsa-mir-29a,"Carcinoma, Hepatocellular"
hsa-mir-29a,Vascular Calcification
hsa-mir-29a,"Hepatitis C, Chronic"
hsa-mir-29a,"Carcinoma, Renal Cell"
hsa-mir-29a,Neoplasm Invasiveness
hsa-mir-29a,Kidney Diseases
hsa-mir-29a,Colonic Neoplasms
hsa-mir-29a,"Carcinoma, Pancreatic Ductal"
hsa-mir-29a,Atrial Fibrillation
hsa-mir-29a,"Carcinoma, Non-Small-Cell Lung"
hsa-mir-29a,"Thyroid Carcinoma, Anaplastic"
hsa-mir-29a,Thyroid Neoplasms
hsa-mir-29a,Stomach Neoplasms
hsa-mir-29a,Retinoblastoma
hsa-mir-29a,Arteriosclerosis Obliterans
hsa-mir-29a,Osteosarcoma
hsa-mir-29a,"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"
hsa-mir-29a,Lacrimal Apparatus Diseases
hsa-mir-29a,Glucose Intolerance
hsa-mir-29a,Helicobacter Infections
hsa-mir-29a,Irritable Bowel Syndrome
hsa-mir-29a,Charcot-Marie-Tooth Disease
hsa-mir-29a,"Leukoplakia, Oral"
hsa-mir-29a,"Rhinitis, Allergic"
hsa-mir-29a,Ameloblastoma
hsa-mir-29a,"Colitis, Ulcerative"
hsa-mir-29a,Hepatitis B
hsa-mir-29a,"Kidney Failure, Chronic"
hsa-mir-29a,Nasopharyngeal Neoplasms
hsa-mir-29a,Adenocarcinoma
hsa-mir-29a,"Diabetes Mellitus, Type 1"
hsa-mir-29a,Endomyocardial Fibrosis
hsa-mir-29a,"Neoplasm Recurrence, Local"
hsa-mir-29a,"Salmonella Infections, Animal"
hsa-mir-29a,Uremia
hsa-mir-29a,Burkitt Lymphoma
hsa-mir-29a,HIV Infections
hsa-mir-29a,Pancreatic Neoplasms
hsa-mir-29a,Carcinogenesis
hsa-mir-29a,Colorectal Neoplasms
hsa-mir-29a,"Lymphoma, Mantle-Cell"
hsa-mir-29a,Keloid
hsa-mir-29a,"Arthritis, Rheumatoid"
hsa-mir-29a,"Renal Insufficiency, Chronic"
hsa-mir-29a,Neuroblastoma
hsa-mir-29a,Brain Ischemia
hsa-mir-29a,Alcoholism
hsa-mir-29a,Diabetes Mellitus
hsa-mir-29a,Hepatitis C
hsa-mir-29a,Glioma
hsa-mir-29a,Ureteral Obstruction
hsa-mir-29a,Tendinopathy
hsa-mir-29a,Reperfusion Injury
hsa-mir-29a,"Brain Injuries, Traumatic"
hsa-mir-29a,Kidney Neoplasms
hsa-mir-29a,Osteoporosis
hsa-mir-29a,Neoplasm Metastasis
hsa-mir-29a,Asthma
hsa-mir-29a,Liver Cirrhosis
hsa-mir-29a,Diabetic Retinopathy
hsa-mir-29a,Lung Neoplasms
hsa-mir-29a,"Carcinoma, Squamous Cell"
hsa-mir-29a,Bone Neoplasms
hsa-mir-29a,Ovarian Neoplasms
hsa-mir-29a,Parkinson Disease
hsa-mir-29a,Liver Neoplasms
hsa-mir-29a,"Lymphoma, Large-Cell, Anaplastic"
hsa-mir-29a,Urinary Bladder Neoplasms
hsa-mir-29a,Prolactinoma
hsa-mir-29a,"Lymphoma, Extranodal NK-T-Cell"
hsa-mir-29a,Primary Ovarian Insufficiency
hsa-mir-29a,Uterine Cervical Neoplasms
hsa-mir-29a,Carotid Artery Diseases
hsa-mir-29a,Polycystic Ovary Syndrome
hsa-mir-29a,Hepatoblastoma
hsa-mir-29a,"Diabetes Mellitus, Experimental"
hsa-mir-29a,"Neoplasms, Experimental"
hsa-mir-29a,Sepsis
hsa-mir-29a,"Cell Transformation, Neoplastic"
hsa-mir-29a,Glioblastoma
hsa-mir-29a,Squamous Cell Carcinoma of Head and Neck
hsa-mir-29a,Lymphatic Metastasis
hsa-mir-29a,Hypertension
hsa-mir-29a,"Lupus Erythematosus, Systemic"
hsa-mir-29a,Osteoarthritis
hsa-mir-29a,Retinal Neoplasms
hsa-mir-29a,Leukemia
hsa-mir-29a,Prediabetic State
hsa-mir-29a,"Neoplasms, Cystic, Mucinous, and Serous"
hsa-mir-29a,Hemangioma
hsa-mir-29a,Lichen Planus
hsa-mir-29a,Adenocarcinoma of Lung
hsa-mir-29a,"Diabetes Mellitus, Type 2"
hsa-mir-29a,Eye Neoplasms
hsa-mir-29a,"Leukemia, Myeloid, Acute"
hsa-mir-29a,"Muscular Dystrophy, Duchenne"
hsa-mir-29a,Prostatic Neoplasms
hsa-mir-29a,Calcinosis
hsa-mir-29a,Aortic Valve Stenosis
hsa-mir-29a,Breast Neoplasms
hsa-mir-29a,Cholestasis
hsa-mir-29a,Pulmonary Fibrosis
hsa-mir-29a,"Leukemia, Lymphocytic, Chronic, B-Cell"
hsa-mir-29a,"Leukemia, T-Cell"
hsa-mir-29a,Mouth Neoplasms
hsa-mir-29a,Nasopharyngeal Carcinoma
hsa-mir-29a,Obesity
hsa-mir-29a,"Scleroderma, Systemic"
hsa-mir-29a,Cholangiocarcinoma
hsa-mir-29a,"Carcinoma, Papillary"
hsa-mir-29a,Pre-Eclampsia
hsa-mir-29a,Neurilemmoma
hsa-mir-29a,Idiopathic Pulmonary Fibrosis
hsa-mir-29a,Colitis-Associated Neoplasms
hsa-mir-29a,Aortic Diseases
hsa-mir-29a,Cardiomyopathies
hsa-mir-29a,Brain Neoplasms
hsa-mir-29a,Precursor T-Cell Lymphoblastic Leukemia-Lymphoma
hsa-mir-29a,Multiple Myeloma
